iter	RMSE
325	7.952302608
326	7.938601247
327	7.877816602
328	7.86436425
329	7.831691
330	7.812923896
331	7.75397985
332	7.740910634
333	7.728012119
334	7.670623527
335	7.653757422
336	7.613226589
337	7.557676372
338	7.545190402
339	7.523663771
340	7.469529025
341	7.434604669
342	7.422468941
343	7.392250931
344	7.339942917
345	7.284846758
346	7.273048156
347	7.257345492
348	7.223947597
349	7.187315083
350	7.175835371
351	7.140010015
352	7.128696562
353	7.117521909
354	7.088424219
355	7.043381128
356	7.008814229
357	6.974989937
358	6.964056539
359	6.916755868
360	6.8839476
361	6.873246119
362	6.854280901
363	6.843744564
364	6.816374613
365	6.784670504
366	6.746569086
367	6.736260809
368	6.726103855
369	6.69528132
370	6.659467312
371	6.64154023
372	6.606416776
373	6.580425805
374	6.554795958
375	6.510234215
376	6.468573339
377	6.427817368
378	6.391704328
379	6.362992273
380	6.353359207
381	6.326019929
382	6.309884357
383	6.273533725
384	6.264128662
385	6.223034143
386	6.213812778
387	6.182355619
388	6.173250463
389	6.149379507
390	6.125842777
391	6.086145631
392	6.063035337
393	6.034601668
394	5.994149226
395	5.964105381
396	5.95362735
397	5.943291084
398	5.933094689
399	5.899352436
400	5.855843655
401	5.830548399
402	5.81815535
403	5.77960761
404	5.772161573
405	5.762273576
406	5.755002742
407	5.730485116
408	5.692076347
409	5.654345331
410	5.619312246
411	5.609652306
412	5.600122932
413	5.593132464
414	5.558939117
415	5.529390207
416	5.502516989
417	5.493302748
418	5.475312371
419	5.467182213
420	5.430849603
421	5.419772419
422	5.413153352
423	5.377501699
424	5.3665978
425	5.351627591
426	5.33855988
427	5.32994199
428	5.317375828
429	5.309054067
430	5.296969974
431	5.288925306
432	5.258967962
433	5.244928319
434	5.231334081
435	5.218168908
436	5.210505623
437	5.200796139
438	5.168085936
439	5.160611966
440	5.152025811
441	5.123185486
442	5.11470966
443	5.106369839
444	5.089387085
445	5.081193861
446	5.046882594
447	5.04062398
448	5.024076794
449	4.990649781
450	4.971252183
451	4.950407148
452	4.917885824
453	4.8860497
454	4.856416353
455	4.827268053
456	4.813859766
457	4.793809676
458	4.7823669
459	4.757718623
460	4.728816853
461	4.714339787
462	4.686096993
463	4.662197103
464	4.654981732
465	4.627687422
466	4.615228772
467	4.585250302
468	4.558575362
469	4.537825367
470	4.514805465
471	4.503869957
472	4.494267909
473	4.471497669
474	4.457998078
475	4.429282239
476	4.415989028
477	4.393970091
478	4.362540137
479	4.33709327
480	4.324144812
481	4.317404813
482	4.289073703
483	4.276728374
484	4.255613374
485	4.231017758
486	4.224544965
487	4.218166042
488	4.201013401
489	4.194847376
490	4.174394519
491	4.149337745
492	4.125612085
493	4.119372303
494	4.113363045
495	4.09214463
496	4.071231003
497	4.050617686
498	4.030300275
499	4.010274432
500	3.990535889
501	3.964658121
502	3.95645654
503	3.937201202
504	3.914689972
505	3.904322062
506	3.898415139
507	3.880098289
508	3.861073151
509	3.842321649
510	3.817581411
511	3.791338567
512	3.785959571
513	3.777499142
514	3.759317766
515	3.735745858
516	3.728786408
517	3.720706003
518	3.713890895
519	3.699526376
520	3.681700238
521	3.674994555
522	3.657418138
523	3.634097553
524	3.608298046
525	3.603278633
526	3.581787654
527	3.574117002
528	3.567632405
529	3.555640071
530	3.550779521
531	3.530909913
532	3.517624038
533	3.501034403
534	3.484681753
535	3.462823612
536	3.455418979
537	3.439381926
538	3.415382929
539	3.410769817
540	3.404481299
541	3.393368611
542	3.387236704
543	3.363926309
544	3.357932316
545	3.335514034
546	3.315476294
547	3.304675888
548	3.30027126
549	3.288178272
550	3.282364358
551	3.276655403
552	3.261700089
553	3.256104672
554	3.244296418
555	3.238797122
556	3.225418394
557	3.213920984
558	3.208543025
559	3.203262072
560	3.181576568
561	3.171506843
562	3.154182136
563	3.137186769
564	3.132167365
565	3.115503474
566	3.110287825
567	3.093943256
568	3.075080521
569	3.059145326
570	3.04351318
571	3.038730817
572	3.020510252
573	3.004777995
574	3.000143446
575	2.980363119
576	2.963093211
577	2.956491739
578	2.941624835
579	2.92202883
580	2.911595806
581	2.905524594
582	2.891114338
583	2.884498812
584	2.867644807
585	2.861674865
586	2.844890417
587	2.825902618
588	2.805658944
589	2.791208768
590	2.781372268
591	2.777052479
592	2.762956926
593	2.758726917
594	2.754570982
595	2.738254143
596	2.726200847
597	2.717972157
598	2.706308129
599	2.701956174
600	2.690565265
601	2.686311837
602	2.669080611
603	2.652282194
604	2.648155638
605	2.630653403
606	2.622526992
607	2.614617114
608	2.606917296
609	2.601432297
610	2.593939242
611	2.588520928
612	2.583165613
613	2.575875659
614	2.57058552
615	2.563489362
616	2.558263539
617	2.553144854
618	2.546223748
619	2.541072618
620	2.535981762
621	2.529245369
622	2.524216498
623	2.517656617
624	2.512688925
625	2.507716521
626	2.502291742
627	2.497407654
628	2.492085991
629	2.487244912
630	2.480919023
631	2.476091111
632	2.471319846
633	2.46612495
634	2.461402116
635	2.456016067
636	2.451336948
637	2.441404444
638	2.436818904
639	2.430969675
640	2.42644151
641	2.412203004
642	2.406462873
643	2.400794656
644	2.384835952
645	2.37211976
646	2.366582514
647	2.3541562
648	2.348263419
649	2.343810445
650	2.338940648
651	2.334555132
652	2.33085163
653	2.321362109
654	2.309404529
655	2.305255084
656	2.290214728
657	2.284984453
658	2.279634769
659	2.268038977
660	2.256744407
661	2.24572934
662	2.233469235
663	2.224028149
664	2.215524895
665	2.20350379
666	2.193999891
667	2.18921474
668	2.184488631
669	2.179820883
670	2.172752157
671	2.161971873
672	2.157375242
673	2.149261334
674	2.137765076
675	2.133248089
676	2.128786904
677	2.124380874
678	2.113156793
679	2.104102368
680	2.099777976
681	2.090974365
682	2.088246406
683	2.074759851
684	2.067576865
685	2.062674519
686	2.052241632
687	2.045656044
688	2.035789173
689	2.031575082
690	2.027412955
691	2.023302194
692	2.016425021
693	2.006356792
694	1.997916887
695	1.985909901
696	1.98115125
697	1.979173285
698	1.967905214
699	1.95622506
700	1.94797977
701	1.943352889
702	1.939440699
703	1.934873735
704	1.932980337
705	1.922175245
706	1.910896841
707	1.905843254
708	1.895360264
709	1.884541447
710	1.882514402
711	1.87637978
712	1.874549762
713	1.868563743
714	1.866745366
715	1.855973661
716	1.851614768
717	1.841056735
718	1.836762021
719	1.823941381
720	1.811338274
721	1.802769624
722	1.792766608
723	1.780564272
724	1.76857016
725	1.756780907
726	1.745193198
727	1.733803769
728	1.720650699
729	1.712831184
730	1.708812052
731	1.695935994
732	1.69201342
733	1.690646165
734	1.679533262
735	1.675984985
736	1.669005583
737	1.663641068
738	1.655042379
739	1.64894434
740	1.645023262
741	1.635953199
742	1.632101943
743	1.623788723
744	1.620364929
745	1.617004275
746	1.610445972
747	1.601692358
748	1.597922313
749	1.592778257
750	1.589069849
751	1.581795655
752	1.576061756
753	1.567658819
754	1.564014941
755	1.555791381
756	1.552211577
757	1.54643745
758	1.540897029
759	1.532842633
760	1.524932345
761	1.517978291
762	1.513287528
763	1.5095138
764	1.505471648
765	1.498770033
766	1.49556417
767	1.492418052
768	1.490437222
769	1.486960872
770	1.482489853
771	1.481160958
772	1.478352952
773	1.471959306
774	1.470491783
775	1.465665446
776	1.464369096
777	1.463090743
778	1.456867402
779	1.453870781
780	1.452729983
781	1.451603572
782	1.445543158
783	1.440818294
784	1.439706556
785	1.436774545
786	1.43386371
787	1.432075285
788	1.428909673
789	1.424264748
790	1.42319659
791	1.421452891
792	1.417290105
793	1.416246143
794	1.413226825
795	1.411526515
796	1.40696635
797	1.405708771
798	1.401212187
799	1.399969259
800	1.398969147
801	1.39327781
802	1.389192931
803	1.387546719
804	1.383553897
805	1.382347693
806	1.380737278
807	1.376342163
808	1.375162274
809	1.37236095
810	1.368027675
811	1.366874768
812	1.364115015
813	1.362975967
814	1.357596877
815	1.353762075
816	1.352209263
817	1.351292915
818	1.349778228
819	1.345534701
820	1.344437084
821	1.340526088
822	1.339440673
823	1.335266003
824	1.33414845
825	1.33308309
826	1.329366185
827	1.326955116
828	1.321125518
829	1.31862622
830	1.312889564
831	1.307238432
832	1.306145944
833	1.302117085
834	1.301084601
835	1.293786377
836	1.292712691
837	1.290338559
838	1.287682422
839	1.286628781
840	1.282686053
841	1.281688825
842	1.280705611
843	1.276907504
844	1.275873346
845	1.267461134
846	1.259440708
847	1.253211995
848	1.247097465
849	1.242504586
850	1.240358235
851	1.238263985
852	1.234621009
853	1.23341887
854	1.228913848
855	1.226879849
856	1.225707403
857	1.221314581
858	1.216914798
859	1.21576828
860	1.210537294
861	1.206006132
862	1.201724699
863	1.200604632
864	1.197980641
865	1.193092383
866	1.188687081
867	1.184422625
868	1.180240965
869	1.178228892
870	1.176278286
871	1.171315525
872	1.167965747
873	1.166790976
874	1.162792307
875	1.154962298
876	1.150806096
877	1.14965791
878	1.145660363
879	1.144530601
880	1.13856429
881	1.132693696
882	1.126406347
883	1.120211766
884	1.114512674
885	1.10844733
886	1.104005069
887	1.098049375
888	1.092289133
889	1.086453489
890	1.081019549
891	1.075305344
892	1.07103192
893	1.06549119
894	1.059910407
895	1.055769188
896	1.051614486
897	1.046431063
898	1.041022358
899	1.035692699
900	1.032231261
901	1.026539129
902	1.021297991
903	1.016111561
904	1.012249352
905	1.006727168
906	1.003735512
907	0.9990918036
908	0.9953384624
909	0.9882924189
910	0.9845630909
911	0.9795788564
912	0.9727990604
913	0.9685472558
914	0.9643561085
915	0.959540207
916	0.9530109527
917	0.948926169
918	0.9442317635
919	0.9379200795
920	0.9339389122
921	0.9300145874
922	0.9254595039
923	0.9209713721
924	0.9138780392
925	0.9100720468
926	0.9073253918
927	0.9029599926
928	0.9002938361
929	0.8959968329
930	0.8931803905
931	0.8876094417
932	0.8839457962
933	0.8797614014
934	0.8772250957
935	0.8731111152
936	0.8677318664
937	0.8636921378
938	0.8570459019
939	0.8535488564
940	0.8509254452
941	0.8444673753
942	0.8410479683
943	0.8386342262
944	0.8360706568
945	0.8298072554
946	0.8274459311
947	0.8247962828
948	0.8187104405
949	0.814640104
950	0.8098498237
951	0.806282227
952	0.8037248322
953	0.8002191399
954	0.7977087637
955	0.7931461267
956	0.7913886137
957	0.7896664784
958	0.7872014273
959	0.7826259046
960	0.7792257944
961	0.776811554
962	0.7724104562
963	0.7707273659
964	0.7650955301
965	0.7618040666
966	0.7602991709
967	0.7588756454
968	0.7565377694
969	0.7510971459
970	0.7468335815
971	0.7453017228
972	0.7400051489
973	0.736832259
974	0.7346493865
975	0.7305009035
976	0.7290039307
977	0.72465125
978	0.7208638594
979	0.7171443621
980	0.7156991861
981	0.7120550159
982	0.7070167976
983	0.7020958965
984	0.6979497074
985	0.6944269531
986	0.6909672115
987	0.6869120516
988	0.6848415354
989	0.681460002
990	0.6781387715
991	0.6734532953
992	0.6701535146
993	0.6681397882
994	0.6642447847
995	0.6622636299
996	0.6594500404
997	0.655443466
998	0.654294675
999	0.6514228577
